,unidad_academica,nro_inscripcion,carrera,regular,cnt_readmisiones,calidad,anio_plan_estudios,fecha_ingreso_alumno
1784,FCEQN,FCEQN-7979,101,S,1.0,A,2010.0,12/06/2015
1785,FCEQN,FCEQN-7980,104,S,0.0,A,2010.0,12/06/2015
1786,FCEQN,FCEQN-7981,102,S,2.0,A,2014.0,12/03/2014
1787,FCEQN,FCEQN-7984,102,S,0.0,A,2008.0,12/07/2014
1788,FCEQN,FCEQN-7987,147,S,2.0,A,2012.0,02/07/2016
1789,FCEQN,FCEQN-7994,172,N,2.0,P,2004.0,02/04/2016
1790,FCEQN,FCEQN-7996,172,N,0.0,A,2005.0,12/14/2014
1791,FCEQN,FCEQN-8000,170,S,0.0,A,2010.0,12/01/2015
1792,FCEQN,FCEQN-8002,147,N,1.0,A,2005.0,02/09/2016
1793,FCEQN,FCEQN-8007,101,S,0.0,A,2006.0,12/06/2015
1794,FCEQN,FCEQN-8009,106,S,1.0,A,2006.0,12/06/2015
1795,FCEQN,FCEQN-8010,172,S,1.0,A,2008.0,12/01/2015
1796,FCEQN,FCEQN-8011,147,N,0.0,A,2005.0,12/01/2015
1797,FCEQN,FCEQN-8013,102,N,1.0,A,2005.0,12/06/2015
1798,FCEQN,FCEQN-8016,101,N,1.0,P,,02/09/2016
1799,FCEQN,FCEQN-8018,172,S,2.0,P,2010.0,02/09/2016
1800,FCEQN,FCEQN-8025,102,N,1.0,A,2009.0,02/09/2016
1801,FCEQN,FCEQN-8026,147,N,2.0,P,2004.0,02/08/2016
1802,FCEQN,FCEQN-8029,102,N,0.0,P,2007.0,02/08/2016
1803,FCEQN,FCEQN-8044,172,S,1.0,A,2012.0,02/08/2016
1804,FCEQN,FCEQN-8047,104,S,1.0,A,2007.0,02/09/2016
1805,FCEQN,FCEQN-8049,102,N,1.0,P,2004.0,12/06/2015
1806,FCEQN,FCEQN-8053,101,N,1.0,P,2005.0,02/01/2016
1807,FCEQN,FCEQN-8054,101,S,0.0,A,2004.0,02/01/2016
1808,FCEQN,FCEQN-8055,172,S,2.0,A,2006.0,02/01/2016
1809,FCEQN,FCEQN-8064,101,N,2.0,A,2008.0,12/06/2015
1810,FCEQN,FCEQN-8069,104,S,0.0,P,2003.0,12/03/2015
1811,FCEQN,FCEQN-8074,172,S,1.0,P,2007.0,02/02/2015
1812,FCEQN,FCEQN-8076,147,S,2.0,A,2010.0,12/03/2015
1813,FCEQN,FCEQN-8079,104,N,2.0,A,2004.0,12/03/2015
1814,FCEQN,FCEQN-8085,172,N,2.0,A,2003.0,12/03/2015
1815,FCEQN,FCEQN-8087,172,S,0.0,A,2004.0,02/10/2016
1816,FCEQN,FCEQN-8090,143,N,1.0,A,2012.0,02/07/2016
1817,FCEQN,FCEQN-8101,101,N,1.0,A,2008.0,02/07/2016
1818,FCEQN,FCEQN-8107,106,S,1.0,A,2005.0,02/07/2016
1819,FCEQN,FCEQN-8109,106,S,1.0,P,2004.0,02/07/2016
1820,FCEQN,FCEQN-8110,106,S,0.0,A,2000.0,02/07/2016
1821,FCEQN,FCEQN-7066,147,N,1.0,A,2009.0,02/07/2016
1822,FCEQN,FCEQN-8114,104,S,2.0,A,,02/10/2015
1823,FCEQN,FCEQN-8119,101,N,0.0,A,,02/10/2016
1824,FCEQN,FCEQN-8120,170,N,0.0,P,,02/04/2016
1825,FCEQN,FCEQN-8121,143,S,1.0,A,2014.0,12/01/2015
1826,FCEQN,FCEQN-8122,104,S,1.0,A,2014.0,12/01/2015
1827,FCEQN,FCEQN-8123,172,N,1.0,P,2004.0,12/01/2015
1828,FCEQN,FCEQN-8125,104,N,0.0,A,2012.0,12/01/2015
1829,FCEQN,FCEQN-8126,101,N,1.0,A,2008.0,12/01/2015
1830,FCEQN,FCEQN-8127,172,S,1.0,P,2005.0,02/11/2016
1831,FCEQN,FCEQN-8128,172,S,1.0,A,2004.0,11/25/2014
1832,FCEQN,FCEQN-8129,172,S,2.0,A,2008.0,02/11/2016
1833,FCEQN,FCEQN-8130,106,S,2.0,A,2014.0,02/11/2016
1834,FCEQN,FCEQN-7335,172,N,1.0,A,2012.0,12/01/2015
1835,FCEQN,FCEQN-8131,147,S,1.0,A,2007.0,12/18/2014
1836,FCEQN,FCEQN-8132,101,N,2.0,P,2000.0,12/03/2015
1837,FCEQN,FCEQN-8133,101,N,1.0,A,2007.0,02/07/2016
1838,FCEQN,FCEQN-5298,SAC,S,1.0,A,2000.0,12/06/2015
1839,FCEQN,FCEQN-7803,172,S,0.0,A,2010.0,12/07/2015
1840,FCEQN,FCEQN-8134,147,N,2.0,P,2003.0,12/07/2015
1841,FCEQN,FCEQN-8135,172,N,1.0,A,,12/01/2015
1842,FCEQN,FCEQN-8136,101,S,2.0,P,2000.0,12/01/2015
1843,FCEQN,FCEQN-8137,172,S,1.0,P,2005.0,02/11/2016
1844,FCEQN,FCEQN-8138,147,S,1.0,A,2003.0,12/06/2015
1845,FCEQN,FCEQN-7919,147,N,0.0,A,2012.0,12/06/2015
1846,FCEQN,FCEQN-5923,143,S,1.0,A,2005.0,12/06/2015
1847,FCEQN,FCEQN-8001,172,N,1.0,P,2000.0,02/01/2016
1848,FCEQN,FCEQN-8139,170,S,2.0,P,,02/01/2016
1849,FCEQN,FCEQN-7353,143,N,1.0,A,2007.0,02/01/2016
1850,FCEQN,FCEQN-8140,101,S,2.0,A,2010.0,02/03/2016
1851,FCEQN,FCEQN-7932,172,S,1.0,A,2012.0,12/06/2015
1852,FCEQN,FCEQN-7918,106,N,0.0,A,2004.0,12/01/2014
1853,FCEQN,FCEQN-7062,147,N,2.0,P,2006.0,02/10/2015
1854,FCEQN,FCEQN-7636,101,N,2.0,A,2007.0,02/04/2016
1855,FCEQN,FCEQN-8142,170,S,2.0,A,2003.0,02/04/2016
1856,FCEQN,FCEQN-8143,102,S,2.0,A,2003.0,02/02/2016
1857,FCEQN,FCEQN-8144,147,N,1.0,P,2005.0,12/01/2015
1858,FCEQN,FCEQN-7689,172,S,1.0,A,2003.0,12/01/2015
1859,FCEQN,FCEQN-8145,147,S,1.0,A,2011.0,12/03/2015
1860,FCEQN,FCEQN-8146,147,S,0.0,A,2011.0,12/06/2015
1861,FCEQN,FCEQN-7618,102,S,2.0,A,2014.0,12/18/2014
1862,FCEQN,FCEQN-7603,108,S,2.0,A,2008.0,12/11/2014
1863,FCEQN,FCEQN-7397,101,S,1.0,P,2007.0,12/06/2015
1864,FCEQN,FCEQN-8147,106,S,1.0,A,2000.0,02/14/2016
1865,FCEQN,FCEQN-7372,101,N,0.0,P,,12/06/2015
1866,FCEQN,FCEQN-8148,147,S,0.0,A,2006.0,12/06/2015
1867,FCEQN,FCEQN-7642,101,N,0.0,A,2007.0,12/06/2015
1868,FCEQN,FCEQN-7390,172,N,0.0,A,2014.0,12/16/2014
1869,FCEQN,FCEQN-7438,170,N,2.0,P,2005.0,04/21/2015
1870,FCEQN,FCEQN-6659,104,S,2.0,A,2010.0,12/07/2015
1871,FCEQN,FCEQN-8032,172,S,1.0,P,2005.0,12/01/2015
1872,FCEQN,FCEQN-7476,101,N,1.0,P,2008.0,12/01/2015
1873,FCEQN,FCEQN-8149,172,S,1.0,A,2009.0,12/01/2015
1874,FCEQN,FCEQN-8019,172,S,0.0,A,2014.0,12/01/2015
1875,FCEQN,FCEQN-8150,102,S,1.0,A,2009.0,12/06/2015
1876,FCEQN,FCEQN-7437,104,S,2.0,A,2012.0,12/06/2015
1877,FCEQN,FCEQN-7579,104,N,1.0,P,2005.0,02/01/2016
1878,FCEQN,FCEQN-7439,172,S,0.0,A,2004.0,02/01/2016
1879,FCEQN,FCEQN-7330,147,N,1.0,P,2003.0,11/26/2014
1880,FCEQN,FCEQN-7457,172,N,0.0,A,2009.0,12/09/2014
1881,FCEQN,FCEQN-7822,101,S,1.0,A,2006.0,12/06/2015
1882,FCEQN,FCEQN-7191,102,N,0.0,P,2003.0,12/06/2015
1883,FCEQN,FCEQN-7920,147,N,1.0,A,2011.0,12/06/2015
1884,FCEQN,FCEQN-7686,147,N,2.0,P,2000.0,12/03/2015
1885,FCEQN,FCEQN-7828,147,N,1.0,P,2003.0,02/10/2016
1886,FCEQN,FCEQN-8056,147,S,2.0,P,2012.0,02/02/2016
1887,FCEQN,FCEQN-8151,170,S,0.0,A,2000.0,02/02/2016
1888,FCEQN,FCEQN-8152,172,N,0.0,A,2009.0,02/15/2016
1889,FCEQN,FCEQN-7752,147,S,2.0,A,2011.0,12/01/2015
1890,FCEQN,FCEQN-7406,102,N,2.0,P,2011.0,02/15/2016
1891,FCEQN,FCEQN-6999,172,S,1.0,A,2009.0,12/06/2015
1892,FCEQN,FCEQN-7617,147,N,1.0,P,2009.0,02/15/2016
1893,FCEQN,FCEQN-7798,105,S,1.0,A,2012.0,12/06/2015
1894,FCEQN,FCEQN-7884,106,S,1.0,A,2007.0,12/17/2014
1895,FCEQN,FCEQN-7482,106,S,1.0,A,2007.0,12/07/2015
1896,FCEQN,FCEQN-7589,143,N,1.0,A,2005.0,12/07/2015
1897,FCEQN,FCEQN-6702,143,S,2.0,A,2008.0,02/02/2015
1898,FCEQN,FCEQN-7622,104,N,1.0,P,2011.0,12/07/2015
1899,FCEQN,FCEQN-8062,172,N,0.0,A,2005.0,02/01/2016
1900,FCEQN,FCEQN-8008,101,N,1.0,A,2008.0,02/01/2016
1901,FCEQN,FCEQN-7829,106,N,2.0,P,2009.0,12/02/2015
1902,FCEQN,FCEQN-8154,106,N,2.0,A,2005.0,12/02/2015
1903,FCEQN,FCEQN-7911,147,S,0.0,A,,02/01/2016
1904,FCEQN,FCEQN-7610,147,N,0.0,A,2014.0,02/04/2016
1905,FCEQN,FCEQN-7814,102,N,2.0,P,2007.0,02/04/2016
1906,FCEQN,FCEQN-7434,172,S,1.0,A,2009.0,02/02/2016
1907,FCEQN,FCEQN-7516,172,S,2.0,A,2005.0,02/02/2016
1908,FCEQN,FCEQN-7567,101,N,0.0,A,2011.0,12/01/2015
1909,FCEQN,FCEQN-8072,106,N,2.0,P,2008.0,12/10/2014
1910,FCEQN,FCEQN-7633,101,S,1.0,A,2005.0,12/01/2015
1911,FCEQN,FCEQN-7388,102,N,1.0,P,2008.0,12/03/2015
1912,FCEQN,FCEQN-8155,170,N,1.0,P,,12/15/2013
1913,FCEQN,FCEQN-7324,106,N,1.0,P,2000.0,12/15/2013
1914,FCEQN,FCEQN-7423,102,S,2.0,A,2004.0,12/06/2015
1915,FCEQN,FCEQN-7973,102,S,2.0,A,2012.0,12/06/2015
1916,FCEQN,FCEQN-7951,102,S,0.0,A,2014.0,12/06/2015
1917,FCEQN,FCEQN-7269,114,S,0.0,A,2012.0,12/21/2014
1918,FCEQN,FCEQN-8157,106,N,0.0,P,2007.0,12/07/2015
1919,FCEQN,FCEQN-5015,170,N,1.0,A,2007.0,12/07/2015
1920,FCEQN,FCEQN-7939,147,N,0.0,A,2014.0,02/16/2016
1921,FCEQN,FCEQN-7950,102,N,2.0,A,2008.0,12/07/2015
1922,FCEQN,FCEQN-7373,172,N,1.0,A,2009.0,12/07/2015
1923,FCEQN,FCEQN-7374,147,N,1.0,A,2014.0,12/07/2015
1924,FCEQN,FCEQN-6467,101,N,0.0,A,2014.0,12/07/2015
1925,FCEQN,FCEQN-8159,314,S,1.0,A,2006.0,12/07/2015
1926,FCEQN,FCEQN-7495,102,S,1.0,A,2011.0,12/01/2015
1927,FCEQN,FCEQN-8160,114,S,1.0,A,2012.0,12/01/2015
1928,FCEQN,FCEQN-8161,114,N,1.0,P,2011.0,12/01/2015
1929,FCEQN,FCEQN-8163,102,S,2.0,A,2006.0,12/01/2015
1930,FCEQN,FCEQN-8164,104,S,0.0,A,2014.0,12/01/2015
1931,FCEQN,FCEQN-8166,147,N,2.0,P,2012.0,12/01/2015
1932,FCEQN,FCEQN-8167,106,N,1.0,A,2005.0,12/01/2015
1933,FCEQN,FCEQN-8168,101,N,1.0,A,2003.0,12/06/2015
1934,FCEQN,FCEQN-8170,104,N,1.0,A,2010.0,12/06/2015
1935,FCEQN,FCEQN-8173,147,N,1.0,P,2009.0,12/06/2015
1936,FCEQN,FCEQN-8177,101,N,2.0,P,2007.0,12/06/2015
1937,FCEQN,FCEQN-8181,147,N,1.0,A,2000.0,12/06/2015
1938,FCEQN,FCEQN-8182,172,S,1.0,A,2007.0,12/06/2015
1939,FCEQN,FCEQN-8190,104,N,2.0,P,2012.0,12/06/2015
1940,FCEQN,FCEQN-8194,172,N,1.0,A,2010.0,02/01/2016
1941,FCEQN,FCEQN-8197,102,S,0.0,A,2011.0,12/06/2015
1942,FCEQN,FCEQN-8203,102,S,1.0,A,2004.0,12/06/2015
1943,FCEQN,FCEQN-8208,102,S,1.0,A,2007.0,12/06/2015
1944,FCEQN,FCEQN-8214,104,N,0.0,A,2012.0,01/31/2012
1945,FCEQN,FCEQN-8216,147,S,2.0,A,2005.0,02/03/2016
1946,FCEQN,FCEQN-8218,172,N,1.0,A,2003.0,12/03/2015
1947,FCEQN,FCEQN-8221,106,N,0.0,A,2005.0,12/03/2015
1948,FCEQN,FCEQN-8226,101,S,1.0,P,,12/11/2014
1949,FCEQN,FCEQN-8229,172,N,2.0,P,2004.0,02/16/2016
1950,FCEQN,FCEQN-8232,101,N,2.0,P,2014.0,12/03/2015
1951,FCEQN,FCEQN-8240,106,S,1.0,A,2000.0,02/04/2016
1952,FCEQN,FCEQN-8243,170,S,2.0,P,2006.0,12/06/2015
1953,FCEQN,FCEQN-8244,172,N,1.0,P,2003.0,12/06/2015
1954,FCEQN,FCEQN-8246,172,N,1.0,A,2004.0,12/06/2015
1955,FCEQN,FCEQN-8248,147,N,1.0,P,2014.0,12/07/2015
1956,FCEQN,FCEQN-8172,102,N,2.0,P,2000.0,02/04/2015
1957,FCEQN,FCEQN-8250,172,N,1.0,A,2011.0,12/07/2015
1958,FCEQN,FCEQN-8251,147,S,1.0,A,2008.0,12/06/2015
1959,FCEQN,FCEQN-8183,147,S,1.0,A,2003.0,12/06/2015
1960,FCEQN,FCEQN-8193,147,S,1.0,A,2006.0,12/06/2015
1961,FCEQN,FCEQN-8255,172,S,2.0,P,2010.0,02/01/2016
1962,FCEQN,FCEQN-8256,106,S,0.0,A,2004.0,02/01/2016
1963,FCEQN,FCEQN-8257,172,N,1.0,P,2012.0,12/03/2015
1964,FCEQN,FCEQN-8274,106,S,1.0,A,2014.0,12/06/2015
1965,FCEQN,FCEQN-8278,143,N,1.0,P,2003.0,12/06/2015
1966,FCEQN,FCEQN-8285,172,N,0.0,P,2008.0,12/15/2013
1967,FCEQN,FCEQN-8289,172,S,0.0,A,2007.0,02/04/2015
1968,FCEQN,FCEQN-8298,143,S,2.0,A,2007.0,02/17/2016
1969,FCEQN,FCEQN-8302,102,N,2.0,A,2000.0,12/03/2015
1970,FCEQN,FCEQN-8306,102,S,1.0,A,,12/11/2014
1971,FCEQN,FCEQN-8308,172,S,1.0,A,2011.0,12/03/2015
1972,FCEQN,FCEQN-8311,101,S,1.0,A,2008.0,02/04/2016
1973,FCEQN,FCEQN-8314,143,S,2.0,A,2009.0,12/17/2013
1974,FCEQN,FCEQN-8316,102,N,0.0,P,2011.0,02/07/2016
1975,FCEQN,FCEQN-8322,147,S,1.0,P,2010.0,02/07/2016
1976,FCEQN,FCEQN-8326,172,N,2.0,P,2004.0,02/07/2016
1977,FCEQN,FCEQN-8331,101,S,0.0,A,2012.0,02/03/2015
1978,FCEQN,FCEQN-8336,104,N,2.0,P,2000.0,02/07/2016
1979,FCEQN,FCEQN-8337,172,N,0.0,P,2008.0,02/07/2016
1980,FCEQN,FCEQN-8340,147,N,1.0,A,,02/06/2014
1981,FCEQN,FCEQN-8347,104,S,2.0,A,2000.0,02/07/2016
1982,FCEQN,FCEQN-8349,106,S,1.0,P,2008.0,02/06/2014
1983,FCEQN,FCEQN-8350,172,N,0.0,A,2004.0,02/07/2016
1984,FCEQN,FCEQN-8355,147,N,1.0,P,2009.0,02/07/2016
1985,FCEQN,FCEQN-8359,147,N,0.0,A,2007.0,02/07/2016
1986,FCEQN,FCEQN-8365,172,S,1.0,A,2000.0,02/07/2016
1987,FCEQN,FCEQN-8369,172,S,0.0,A,2011.0,12/06/2015
1988,FCEQN,FCEQN-8245,147,N,1.0,A,2012.0,12/07/2015
1989,FCEQN,FCEQN-8297,104,S,0.0,A,2006.0,12/10/2015
1990,FCEQN,FCEQN-8296,172,S,0.0,A,2008.0,02/07/2016
1991,FCEQN,FCEQN-8293,147,N,1.0,P,2008.0,12/17/2006
1992,FCEQN,FCEQN-8391,147,S,1.0,A,2006.0,02/18/2016
1993,FCEQN,FCEQN-8288,106,S,1.0,A,2005.0,12/07/2015
1994,FCEQN,FCEQN-8402,101,N,2.0,P,2004.0,12/07/2015
1995,FCEQN,FCEQN-8407,147,S,1.0,P,2004.0,12/07/2015
1996,FCEQN,FCEQN-8408,104,S,1.0,A,2009.0,12/01/2015
1997,FCEQN,FCEQN-8415,172,S,2.0,P,2000.0,12/01/2015
1998,FCEQN,FCEQN-8422,106,S,0.0,P,2012.0,12/06/2015
1999,FCEQN,FCEQN-8424,101,S,1.0,A,2011.0,02/01/2016
2000,FCEQN,FCEQN-8434,143,S,1.0,P,2004.0,02/18/2016
2001,FCEQN,FCEQN-8442,101,S,1.0,A,2006.0,02/18/2016
2002,FCEQN,FCEQN-8444,147,S,0.0,A,2004.0,02/18/2016
2003,FCEQN,FCEQN-8445,172,N,2.0,A,2003.0,02/18/2016
2004,FCEQN,FCEQN-8446,172,N,1.0,A,2010.0,02/18/2016
2005,FCEQN,FCEQN-8449,172,N,1.0,P,2012.0,02/18/2016
2006,FCEQN,FCEQN-8453,101,N,0.0,A,2007.0,12/14/2015
2007,FCEQN,FCEQN-8457,172,S,0.0,A,2010.0,12/14/2015
2008,FCEQN,FCEQN-8459,101,N,1.0,A,,12/22/2008
2009,FCEQN,FCEQN-8463,104,S,1.0,A,2014.0,12/05/2008
2010,FCEQN,FCEQN-8484,102,S,2.0,A,2003.0,04/18/2005
2011,FCEQN,FCEQN-8485,147,N,0.0,A,2006.0,12/22/2008
2012,FCEQN,FCEQN-8486,101,S,1.0,A,2003.0,03/14/2016
2013,FCEQN,FCEQN-8492,172,S,2.0,A,2008.0,12/10/2014
2014,FCEQN,FCEQN-8493,106,S,0.0,P,,12/07/2015
2015,FCEQN,FCEQN-5593,172,S,2.0,P,2011.0,12/18/2014
2016,FCEQN,FCEQN-8497,147,S,1.0,P,2010.0,02/03/2015
2017,FCEQN,FCEQN-8504,143,N,1.0,P,2012.0,12/16/2015
2018,FCEQN,FCEQN-8507,102,N,1.0,A,2014.0,03/15/2016
2019,FCEQN,FCEQN-6570,143,N,0.0,A,2003.0,12/04/2014
2020,FCEQN,FCEQN-8509,104,N,0.0,P,2008.0,03/15/2016
2021,FCEQN,FCEQN-8502,101,N,2.0,A,2014.0,12/16/2014
2022,FCEQN,FCEQN-8510,101,N,2.0,P,2014.0,12/09/2014
2023,FCEQN,FCEQN-8505,104,N,1.0,P,,03/16/2016
2024,FCEQN,FCEQN-8491,172,N,0.0,P,2008.0,12/19/2008
2025,FCEQN,FCEQN-8494,101,S,1.0,A,,12/22/2015
2026,FCEQN,FCEQN-8495,172,N,1.0,P,2010.0,12/17/2015
2027,FCEQN,FCEQN-8524,172,N,0.0,A,2009.0,12/17/2013
2028,FCEQN,FCEQN-8534,143,N,1.0,A,2003.0,12/16/2015
2029,FCEQN,FCEQN-8538,106,S,0.0,A,2012.0,12/04/2014
2030,FCEQN,FCEQN-8539,106,S,0.0,P,,12/05/2007
2031,FCEQN,FCEQN-8540,101,S,1.0,A,,12/03/2015
2032,FCEQN,FCEQN-8542,170,S,0.0,A,2010.0,12/16/2015
2033,FCEQN,FCEQN-8512,172,N,1.0,P,2011.0,12/06/2015
2034,FCEQN,FCEQN-8543,101,N,1.0,P,2010.0,12/09/2015
2035,FCEQN,FCEQN-8546,101,N,0.0,A,2004.0,04/01/2016
2036,FCEQN,FCEQN-8548,172,N,1.0,P,2014.0,02/14/2016
2037,FCEQN,FCEQN-8557,104,S,1.0,P,2008.0,12/01/2015
2038,FCEQN,FCEQN-8583,102,S,2.0,A,2012.0,12/09/2015
2039,FCEQN,FCEQN-8584,101,N,1.0,P,2008.0,12/14/2015
2040,FCEQN,FCEQN-8586,106,S,1.0,A,2012.0,12/13/2015
2041,FCEQN,FCEQN-8592,172,N,0.0,P,2014.0,12/09/2015
2042,FCEQN,FCEQN-8594,102,N,0.0,P,2010.0,12/06/2015
2043,FCEQN,FCEQN-8601,172,N,1.0,P,2012.0,12/06/2015
2044,FCEQN,FCEQN-8607,106,N,1.0,P,2007.0,12/09/2015
2045,FCEQN,FCEQN-8612,106,S,1.0,P,2012.0,12/03/2015
2046,FCEQN,FCEQN-8615,106,N,1.0,A,2007.0,02/03/2016
2047,FCEQN,FCEQN-7369,104,S,0.0,A,2014.0,12/06/2015
2048,FCEQN,FCEQN-8626,172,N,2.0,A,,12/06/2015
2049,FCEQN,FCEQN-8622,170,N,0.0,P,2010.0,12/06/2015
2050,FCEQN,FCEQN-8629,147,S,1.0,P,2014.0,02/02/2015
2051,FCEQN,FCEQN-8632,172,N,1.0,P,2005.0,12/17/2015
2052,FCEQN,FCEQN-8633,106,S,1.0,A,2011.0,12/02/2015
2053,FCEQN,FCEQN-8634,102,S,1.0,A,2005.0,12/02/2015
2054,FCEQN,FCEQN-8638,147,S,2.0,A,2011.0,12/02/2015
2055,FCEQN,FCEQN-8605,104,N,0.0,P,2007.0,12/21/2006
2056,FCEQN,FCEQN-8604,170,S,1.0,A,2007.0,12/09/2015
2057,FCEQN,FCEQN-8639,108,S,0.0,A,2011.0,12/06/2015
2058,FCEQN,FCEQN-8640,172,S,1.0,A,2004.0,12/06/2015
2059,FCEQN,FCEQN-8647,102,N,1.0,A,2007.0,12/07/2015
2060,FCEQN,FCEQN-8637,101,S,1.0,P,2014.0,02/01/2016
2061,FCEQN,FCEQN-7922,102,N,2.0,P,2004.0,12/03/2015
2062,FCEQN,FCEQN-8651,104,N,0.0,P,2012.0,02/02/2016
2063,FCEQN,FCEQN-8653,102,S,1.0,A,2008.0,12/12/2011
2064,FCEQN,FCEQN-8654,106,S,1.0,A,2012.0,02/07/2016
2065,FCEQN,FCEQN-8656,101,S,0.0,A,2007.0,12/01/2015
2066,FCEQN,FCEQN-8659,172,S,1.0,A,2010.0,12/02/2015
2067,FCEQN,FCEQN-8660,106,S,2.0,A,2014.0,12/10/2015
2068,FCEQN,FCEQN-5772,104,S,1.0,A,2012.0,02/04/2016
2069,FCEQN,FCEQN-8669,172,S,1.0,A,2009.0,12/07/2015
2070,FCEQN,FCEQN-8682,106,S,0.0,A,2009.0,12/13/2015
2071,FCEQN,FCEQN-8676,102,N,2.0,A,2009.0,02/01/2016
2072,FCEQN,FCEQN-8662,147,S,2.0,A,2008.0,12/17/2015
2073,FCEQN,FCEQN-8685,147,S,1.0,A,2008.0,12/06/2015
2074,FCEQN,FCEQN-8535,147,N,0.0,P,2003.0,12/16/2014
2075,FCEQN,FCEQN-8487,147,S,0.0,A,2003.0,12/07/2015
2076,FCEQN,FCEQN-8661,147,S,1.0,A,2009.0,12/21/2015
2077,FCEQN,FCEQN-8572,104,N,2.0,P,2000.0,12/21/2015
2078,FCEQN,FCEQN-8527,104,S,1.0,A,2008.0,12/14/2015
2079,FCEQN,FCEQN-8687,143,S,0.0,A,2009.0,02/07/2016
2080,FCEQN,FCEQN-8477,172,S,1.0,P,2011.0,12/01/2015
2081,FCEQN,FCEQN-8475,170,S,1.0,A,2006.0,12/01/2015
2082,FCEQN,FCEQN-8474,147,S,1.0,A,2004.0,12/01/2015
2083,FCEQN,FCEQN-8468,172,S,1.0,A,2007.0,02/04/2016
2084,FCEQN,FCEQN-8657,106,S,1.0,P,2005.0,12/16/2015
2085,FCEQN,FCEQN-8466,172,N,0.0,A,2012.0,02/04/2016
2086,FCEQN,FCEQN-8689,147,S,0.0,A,2010.0,12/13/2015
2087,FCEQN,FCEQN-8447,172,S,1.0,A,2004.0,12/09/2015
2088,FCEQN,FCEQN-8440,106,N,2.0,A,2000.0,02/09/2016
2089,FCEQN,FCEQN-8439,172,S,1.0,P,2012.0,12/20/2015
2090,FCEQN,FCEQN-8582,102,S,2.0,P,2007.0,12/10/2015
2091,FCEQN,FCEQN-8577,102,N,0.0,P,2011.0,12/01/2015
2092,FCEQN,FCEQN-8576,172,S,1.0,A,2008.0,12/01/2015
2093,FCEQN,FCEQN-8595,172,S,2.0,P,2014.0,12/06/2015
2094,FCEQN,FCEQN-8437,143,S,1.0,A,2005.0,12/06/2015
2095,FCEQN,FCEQN-8593,101,N,1.0,P,2012.0,12/13/2015
2096,FCEQN,FCEQN-8435,104,N,1.0,P,,12/21/2014
2097,FCEQN,FCEQN-8691,106,N,0.0,A,2009.0,12/14/2014
2098,FCEQN,FCEQN-8627,104,S,2.0,A,2008.0,12/01/2015
2099,FCEQN,FCEQN-8427,143,N,0.0,P,2005.0,02/07/2016
2100,FCEQN,FCEQN-8426,143,S,1.0,A,2014.0,12/16/2015
2101,FCEQN,FCEQN-8425,104,N,2.0,P,2014.0,12/06/2015
2102,FCEQN,FCEQN-7690,172,S,0.0,A,,12/06/2015
2103,FCEQN,FCEQN-8416,147,N,1.0,P,2011.0,12/06/2015
2104,FCEQN,FCEQN-7719,147,N,0.0,P,2006.0,12/03/2015
2105,FCEQN,FCEQN-8409,104,S,1.0,A,2004.0,12/16/2015
2106,FCEQN,FCEQN-8398,147,N,0.0,P,2005.0,12/13/2015
2107,FCEQN,FCEQN-8694,147,N,2.0,P,2005.0,12/09/2015
2108,FCEQN,FCEQN-8236,172,S,0.0,P,2006.0,02/02/2016
2109,FCEQN,FCEQN-8695,172,S,1.0,A,2011.0,12/13/2015
2110,FCEQN,FCEQN-8700,106,S,0.0,A,,12/07/2015
2111,FCEQN,FCEQN-8701,102,S,0.0,A,2011.0,12/17/2015
2112,FCEQN,FCEQN-8703,106,N,0.0,A,2012.0,12/21/2015
2113,FCEQN,FCEQN-8704,104,N,2.0,P,2005.0,12/01/2015
2114,FCEQN,FCEQN-8708,102,N,0.0,A,2000.0,12/28/2015
2115,FCEQN,FCEQN-8711,172,S,1.0,A,2000.0,12/20/2015
2116,FCEQN,FCEQN-8712,172,S,1.0,A,2005.0,12/15/2015
2117,FCEQN,FCEQN-8710,172,N,1.0,A,2004.0,12/06/2015
2118,FCEQN,FCEQN-8719,101,N,1.0,P,2009.0,12/10/2015
2119,FCEQN,FCEQN-8724,104,S,2.0,A,,12/15/2015
2120,FCEQN,FCEQN-8729,102,N,2.0,P,2003.0,12/02/2015
2121,FCEQN,FCEQN-8732,147,N,2.0,A,2000.0,02/02/2016
2122,FCEQN,FCEQN-8733,147,N,1.0,P,2012.0,12/09/2015
2123,FCEQN,FCEQN-6319,101,S,0.0,P,2007.0,12/06/2015
2124,FCEQN,FCEQN-8225,143,S,2.0,A,2000.0,12/17/2015
2125,FCEQN,FCEQN-8736,147,S,2.0,P,2004.0,12/06/2015
2126,FCEQN,FCEQN-8740,106,S,1.0,A,2011.0,12/09/2015
2127,FCEQN,FCEQN-8741,102,N,1.0,A,2011.0,02/03/2016
2128,FCEQN,FCEQN-8742,147,S,0.0,A,,12/15/2015
2129,FCEQN,FCEQN-8395,106,S,1.0,A,2011.0,12/06/2015
2130,FCEQN,FCEQN-6891,106,N,1.0,P,2003.0,12/10/2015
2131,FCEQN,FCEQN-8390,172,S,1.0,P,2009.0,12/01/2015
2132,FCEQN,FCEQN-8754,104,S,1.0,P,2014.0,12/06/2015
2133,FCEQN,FCEQN-8757,147,S,2.0,A,2007.0,12/06/2015
